레벨,갈래,표제어,한자,한자 확인,분류,뜻,예문,현대어 풀이,출처
고1-3,수능 어휘,세수,稅收,확인,경제·경영,국민에게서 조세(租稅)를 징수하여 얻는 정부의 수입.=세수입.,세수가 늘다.,,표준국어대사전
고1-3,수능 어휘,세수,稅收,확인,경제·경영,국민에게서 조세(租稅)를 징수하여 얻는 정부의 수입.=세수입.,세수가 줄다.,,표준국어대사전
고1-3,수능 어휘,소득,所得,확인,경제·경영,일한 결과로 얻은 정신적·물질적 이익.,그는 그 장사로 엄청난 소득을 남겼다고 한다.,,표준국어대사전
고1-3,수능 어휘,소득,所得,확인,경제·경영,일한 결과로 얻은 정신적·물질적 이익.,하루의 항해는 소득 없이 끝났다.,,표준국어대사전
고1-3,수능 어휘,소득,所得,확인,경제·경영,일한 결과로 얻은 정신적·물질적 이익.,소득에 따라 정해진 세금 비율이 있어 이 기준에 맞추어 세금이 부과된다.,,표준국어대사전
고1-3,수능 어휘,수요,需要,확인,경제,어떤 재화나 용역을 일정한 가격으로 사려고 하는 욕구.,수요와 공급의 균형을 맞추다.,,표준국어대사전
고1-3,수능 어휘,수요,需要,확인,경제,어떤 재화나 용역을 일정한 가격으로 사려고 하는 욕구.,그 상품은 청소년들 사이에서 수요가 급증하고 있다.,,표준국어대사전
고1-3,수능 어휘,수요,需要,확인,경제,어떤 재화나 용역을 일정한 가격으로 사려고 하는 욕구.,수요와 공급.,,표준국어대사전
고1-3,수능 어휘,수요,需要,확인,경제,어떤 재화나 용역을 일정한 가격으로 사려고 하는 욕구.,수요가 증가하다.,,표준국어대사전
고1-3,수능 어휘,수익,收益,확인,경제·경영,이익을 거두어들임. 또는 그 이익.,주식 투자로 100만 원의 수익을 냈다.,,표준국어대사전
고1-3,수능 어휘,수익,收益,확인,경제·경영,이익을 거두어들임. 또는 그 이익.,높은 수익이 보장된 사업.,,표준국어대사전
고1-3,수능 어휘,수익,收益,확인,경제·경영,이익을 거두어들임. 또는 그 이익.,막대한 수익을 올리다.,,표준국어대사전
고1-3,수능 어휘,수익,收益,확인,경제·경영,이익을 거두어들임. 또는 그 이익.,상반기 수익을 공개하다.,,표준국어대사전
고1-3,수능 어휘,시장,市場,확인,경제·경영,여러 가지 상품을 사고파는 일정한 장소.,시장에서 반찬거리를 사다.,,표준국어대사전
고1-3,수능 어휘,시장,市場,확인,경제·경영,여러 가지 상품을 사고파는 일정한 장소.,텃밭에서 기른 야채를 시장에 내다 팔았다.,,표준국어대사전
고1-3,수능 어휘,시장,市場,확인,경제·경영,여러 가지 상품을 사고파는 일정한 장소.,엄마는 시장을 보러 잠시 다녀올 테니 집 잘 지키고 있어라.,,표준국어대사전
고1-3,수능 어휘,시장,市場,확인,경제·경영,여러 가지 상품을 사고파는 일정한 장소.,봄이 되면 이곳에 나무 시장이 들어선다.,,표준국어대사전
고1-3,수능 어휘,신용,信用,확인,경제·경영,사람이나 사물이 틀림없다고 믿어 의심하지 아니함. 또는 그런 믿음성의 정도.,장사는 신용이 생명이다.,,표준국어대사전
고1-3,수능 어휘,신용,信用,확인,경제·경영,사람이나 사물이 틀림없다고 믿어 의심하지 아니함. 또는 그런 믿음성의 정도.,신용 하나가 밑천인 공 노인은 서희에게 둘도 없는 좋은 길잡이였다.,,표준국어대사전
고1-3,수능 어휘,신용,信用,확인,경제·경영,사람이나 사물이 틀림없다고 믿어 의심하지 아니함. 또는 그런 믿음성의 정도.,철두철미 신용과 친절 본위로 외국인을 상대하면 자연 잃어진 한국인의 체면도 회복할 수 있고 그들의 신용과 성원을 얻어 사업도 번창해질 게 아니냐는 것이다.,,표준국어대사전
고1-3,수능 어휘,신용,信用,확인,경제·경영,사람이나 사물이 틀림없다고 믿어 의심하지 아니함. 또는 그런 믿음성의 정도.,기업의 신용을 평가하다.,,표준국어대사전
고1-3,수능 어휘,실물,實物,확인,경제·경영,실제로 있는 물건이나 사람.,사진보다 실물이 낫다.,,표준국어대사전
고1-3,수능 어휘,실물,實物,확인,경제·경영,실제로 있는 물건이나 사람.,본인 확인을 위해서는 신분증을 실물로 반드시 지참하시기 바랍니다.,,표준국어대사전
고1-3,수능 어휘,실물,實物,확인,경제·경영,실제로 있는 물건이나 사람.,실물에서 느껴지는 감동은 사진이나 영상으로 전달되지 않는다.,,표준국어대사전
고1-3,수능 어휘,실물,實物,확인,경제·경영,실제로 있는 물건이나 사람.,실물 사진.,,표준국어대사전
고1-3,수능 어휘,여신,與信,확인,경제,금융 기관에서 고객에게 돈을 빌려주는 일.,여신 관리 규정.,,표준국어대사전
고1-3,수능 어휘,여신,與信,확인,경제,금융 기관에서 고객에게 돈을 빌려주는 일.,여신 규제.,,표준국어대사전
고1-3,수능 어휘,예산,豫算,확인,경제·경영,필요한 비용을 미리 헤아려 계산함. 또는 그 비용.,오늘은 꼭 그와 담판을 지을 예산이다.,,표준국어대사전
고1-3,수능 어휘,예산,豫算,확인,경제·경영,필요한 비용을 미리 헤아려 계산함. 또는 그 비용.,내년에 어머니를 여행 보내 드릴 예산으로 열심히 저축하고 있다.,,표준국어대사전
고1-3,수능 어휘,예산,豫算,확인,경제·경영,필요한 비용을 미리 헤아려 계산함. 또는 그 비용.,치료제 개발에 막대한 예산을 투입하다.,,표준국어대사전
고1-3,수능 어휘,예산,豫算,확인,경제·경영,필요한 비용을 미리 헤아려 계산함. 또는 그 비용.,정부의 예산이 작년보다 늘었다.,,표준국어대사전
고1-3,수능 어휘,원가,原價,확인,경제,"상품의 제조, 판매, 배급 따위에 든 재화와 용역을 단위에 따라 계산한 가격.",굴뚝을 높이고 양질의 땔감으로 대체를 하고 보니 그만큼 원가가 높아지는 건 당연했다.,,표준국어대사전
고1-3,수능 어휘,원가,原價,확인,경제,"상품의 제조, 판매, 배급 따위에 든 재화와 용역을 단위에 따라 계산한 가격.",맥주는 최근부터…국산으로 바꾼 듯했다. 국산이 물량도 많았고 원가가 쌌기 때문일 것이다.,,표준국어대사전
고1-3,수능 어휘,유통,流通,확인,경제·경영,공기 따위가 막힘이 없이 흘러 통함.,공기의 유통이 원활히 이루어지다.,,표준국어대사전
고1-3,수능 어휘,유통,流通,확인,경제·경영,공기 따위가 막힘이 없이 흘러 통함.,상품의 유통 구조를 합리화하다.,,표준국어대사전
고1-3,수능 어휘,유통,流通,확인,경제·경영,공기 따위가 막힘이 없이 흘러 통함.,상품의 유통은 매매를 통하여 이루어진다.,,표준국어대사전
고1-3,수능 어휘,유통,流通,확인,경제·경영,공기 따위가 막힘이 없이 흘러 통함.,화폐의 유통.,,표준국어대사전
고1-3,수능 어휘,이윤,利潤,확인,경제·경영,장사 따위를 하여 남은 돈.,한 푼이라도 더 싸게 팔면서 이윤을 높이기 위해 생각해 낸 방법이 숯가마에서 직접 물건을 떼 오는 것이었다.,,표준국어대사전
고1-3,수능 어휘,이윤,利潤,확인,경제·경영,장사 따위를 하여 남은 돈.,"이윤이 좀 박하기는 했지만, 빗은 분명히 물건이 썩 좋았다.",,표준국어대사전
고1-3,수능 어휘,이윤,利潤,확인,경제·경영,장사 따위를 하여 남은 돈.,이윤을 남기다.,,표준국어대사전
고1-3,수능 어휘,이윤,利潤,확인,경제·경영,장사 따위를 하여 남은 돈.,이윤이 없다.,,표준국어대사전
고1-3,수능 어휘,자본,資本,확인,경제·경영,장사나 사업 따위의 기본이 되는 돈.,아버지는 퇴직금을 자본으로 작은 식당을 경영하기로 하셨다.,,표준국어대사전
고1-3,수능 어휘,자본,資本,확인,경제·경영,장사나 사업 따위의 기본이 되는 돈.,그전부터 아버지에게 독자적으로 사업을 할 수 있도록 자본을 대 달라고 조르고 있었거든.,,표준국어대사전
고1-3,수능 어휘,자본,資本,확인,경제·경영,장사나 사업 따위의 기본이 되는 돈.,자본을 마련하다.,,표준국어대사전
고1-3,수능 어휘,자본,資本,확인,경제·경영,장사나 사업 따위의 기본이 되는 돈.,자본이 부족하다.,,표준국어대사전
고1-3,수능 어휘,자산,資産,확인,경제,개인이나 법인이 소유하고 있는 경제적 가치가 있는 유형·무형의 재산. 유동 자산과 고정 자산으로 대별된다.,자산이 100억 이상인 자산가.,,표준국어대사전
고1-3,수능 어휘,자산,資産,확인,경제,개인이나 법인이 소유하고 있는 경제적 가치가 있는 유형·무형의 재산. 유동 자산과 고정 자산으로 대별된다.,공직자의 자산 정보와 거래 내역을 공개하다.,,표준국어대사전
고1-3,수능 어휘,자산,資産,확인,경제,개인이나 법인이 소유하고 있는 경제적 가치가 있는 유형·무형의 재산. 유동 자산과 고정 자산으로 대별된다.,기업들은 전체 자산에서 차지하는 부채 비율을 줄이기 위해 노력하고 있다.,,표준국어대사전
고1-3,수능 어휘,자산,資産,확인,경제,개인이나 법인이 소유하고 있는 경제적 가치가 있는 유형·무형의 재산. 유동 자산과 고정 자산으로 대별된다.,구식 직조기와 봉제 시설 약간이 가내 수공업 단계를 못 벗던 시절 오 사장의 자산의 전부였다는 얘기가 오늘날 전설처럼 돌고 있다.,,표준국어대사전
고1-3,수능 어휘,재정,財政,확인,경제·경영,돈에 관한 여러 가지 일.,정부가 재정을 지원하다.,,표준국어대사전
고1-3,수능 어휘,재정,財政,확인,경제·경영,돈에 관한 여러 가지 일.,요즘 우리 회사는 재정 상태가 좋지 않다.,,표준국어대사전
고1-3,수능 어휘,재정,財政,확인,경제·경영,돈에 관한 여러 가지 일.,철저한 경영으로 그는 주주들의 투자를 보호하고 기업의 재정을 안정시키며 부를 쌓아 올리는 데 성공했다.,,표준국어대사전
고1-3,수능 어휘,전략,戰略,확인,군사,전쟁을 전반적으로 이끌어 가는 방법이나 책략. 전술보다 상위의 개념이다.,전략이 뛰어난 지략가.,,표준국어대사전
고1-3,수능 어휘,전략,戰略,확인,군사,전쟁을 전반적으로 이끌어 가는 방법이나 책략. 전술보다 상위의 개념이다.,군은 적의 움직임을 예측해 전략을 세웠다.,,표준국어대사전
고1-3,수능 어휘,전략,戰略,확인,군사,전쟁을 전반적으로 이끌어 가는 방법이나 책략. 전술보다 상위의 개념이다.,전봉준은 각오를 새로이 하고 공주성 공략에 대한 전략 협의에 임했다.,,표준국어대사전
고1-3,수능 어휘,전략,戰略,확인,군사,전쟁을 전반적으로 이끌어 가는 방법이나 책략. 전술보다 상위의 개념이다.,동학군의 퇴각 전략에 속은 관군 사령 홍계훈은 이를 동학군의 패전으로 알고 장성으로 돌아가고….,,표준국어대사전
고1-3,수능 어휘,조세,租稅,확인,행정,국가 또는 지방 공공 단체가 필요한 경비로 사용하기 위하여 국민이나 주민으로부터 강제로 거두어들이는 금전. 국세와 지방세가 있다.,그 개혁안은 농민의 조세 부담을 덜어 주었다.,,표준국어대사전
고1-3,수능 어휘,조세,租稅,확인,행정,국가 또는 지방 공공 단체가 필요한 경비로 사용하기 위하여 국민이나 주민으로부터 강제로 거두어들이는 금전. 국세와 지방세가 있다.,정부는 재해민에게 조세를 감면해 주었다.,,표준국어대사전
고1-3,수능 어휘,조세,租稅,확인,행정,국가 또는 지방 공공 단체가 필요한 경비로 사용하기 위하여 국민이나 주민으로부터 강제로 거두어들이는 금전. 국세와 지방세가 있다.,조세 납부.,,표준국어대사전
고1-3,수능 어휘,조세,租稅,확인,행정,국가 또는 지방 공공 단체가 필요한 경비로 사용하기 위하여 국민이나 주민으로부터 강제로 거두어들이는 금전. 국세와 지방세가 있다.,조세를 내다.,,표준국어대사전
고1-3,수능 어휘,주식,株式,확인,경제,주식회사의 자본을 구성하는 단위.,주식 매각 절차.,,표준국어대사전
고1-3,수능 어휘,주식,株式,확인,경제,주식회사의 자본을 구성하는 단위.,그는 우리 회사의 주식을 반 이상이나 소유하였다.,,표준국어대사전
고1-3,수능 어휘,주식,株式,확인,경제,주식회사의 자본을 구성하는 단위.,주식을 취득하다.,,표준국어대사전
고1-3,수능 어휘,주식,株式,확인,경제,주식회사의 자본을 구성하는 단위.,주식에 투자하다.,,표준국어대사전
고1-3,수능 어휘,지대,地代,확인,법률,지상권자가 토지 사용의 대가로 토지 소유자에게 지급하는 금전이나 그 외의 물건.=지료.,“그까짓 열 마지기에 지대는 얼마나 바치고요?” 역시 서 씨는 담배만 피우는데 아들이 말했다.,,표준국어대사전
고1-3,수능 어휘,채권,債券,확인,경제·경영,남에게 빌린 돈의 금액을 적는 장부.=채장.,처음 집 장만할 무렵은 청약 예금에만 들면 아파트 신청권이 생기고 써넣는 채권 액수에 따라 당첨이 결정될 때였다.,,표준국어대사전
고1-3,수능 어휘,채권,債券,확인,경제·경영,남에게 빌린 돈의 금액을 적는 장부.=채장.,채권을 매입하다.,,표준국어대사전
고1-3,수능 어휘,채권,債券,확인,경제·경영,남에게 빌린 돈의 금액을 적는 장부.=채장.,채권을 발행하다.,,표준국어대사전
고1-3,수능 어휘,채무,債務,확인,법률,재산권의 하나. 특정인이 다른 특정인에게 어떤 행위를 하여야 할 의무를 이른다.,"박순일이의 아들이 아직 연소하여, 제 아비 순일이처럼 양순하고 보면, 별반 채무 독촉도 안 하리라고 태평하게 생각했던 것이….",,표준국어대사전
고1-3,수능 어휘,채무,債務,확인,법률,재산권의 하나. 특정인이 다른 특정인에게 어떤 행위를 하여야 할 의무를 이른다.,채무 변제.,,표준국어대사전
고1-3,수능 어휘,채무,債務,확인,법률,재산권의 하나. 특정인이 다른 특정인에게 어떤 행위를 하여야 할 의무를 이른다.,채무가 발생하다.,,표준국어대사전
고1-3,수능 어휘,채무,債務,확인,법률,재산권의 하나. 특정인이 다른 특정인에게 어떤 행위를 하여야 할 의무를 이른다.,채무가 소멸하다.,,표준국어대사전
고1-4,사자성어,막역지우,莫逆之友,확인,,허물없이 매우 친하여 거역할 수 없는 친구,어릴 적부터 함께 자란 막역지우의 사이.,,
고1-4,사자성어,만화방창,萬化方暢,확인,,따뜻한 봄날에 만물이 피어나 우거짐,만화방창한 봄날의 생명력을 서경적으로 묘사하다.,,
고1-4,사자성어,망양보뢰,亡羊補牢,확인,,양을 잃고 외양간을 고침 (이미 때가 늦음),사고가 난 후에야 망양보뢰식 대책을 내놓다.,,
고1-4,사자성어,맥수지탄,麥秀之歎,확인,,고국의 멸망을 한탄함,망한 나라의 궁궐 터를 지나며 맥수지탄을 느끼다.,,
고1-4,사자성어,면종복배,面從腹背,확인,,겉으로는 순종하나 속으로는 배반함,면종복배하는 간신의 겉과 속이 다른 행동.,,
고1-4,사자성어,멸사봉공,滅私奉公,확인,,사욕을 버리고 공공의 이익을 위해 힘씀,국가와 백성을 위해 멸사봉공하는 관리.,,
고1-4,사자성어,목불식정,目不識丁,확인,,낫 놓고 기역 자도 모를 정도로 문맹임,글을 모르는 목불식정의 백성들을 위해 한글을 창제하다.,,
고1-4,사자성어,물아일체,物我一體,확인,,자연물과 내가 하나가 됨,자연과의 조화를 이루는 물아일체의 경지.,,
고1-4,사자성어,박이부정,博而不精,확인,,널리 알기는 하나 깊이 알지 못함,지식이 박이부정하여 깊이가 부족하다.,,
고1-4,사자성어,반포지효,反哺之孝,확인,,자식이 자라 부모의 은혜를 갚음,부모님께 반포지효의 효성을 다하다.,,
고1-4,사자성어,백척간두,百尺竿頭,확인,,위태로움이 극도에 달함,백척간두의 위기 속에서도 기개를 잃지 않다.,,
고1-4,사자성어,부귀재천,富貴在天,확인,,부귀영화는 하늘의 뜻에 달려 있음,부귀재천이라 하였으니 욕심을 버리고 안분지족하라.,,
고1-4,개념어,시상의 확산,,,문학,하나의 사물이나 개인적 정서에서 출발하여 점차 사회/자연 전체로 대상을 넓힘,내 마음의 슬픔에서 시작하여 온 세상 가난한 이들의 슬픔으로 확장함.,,
고1-4,개념어,어조의 변화,,,문학,시의 전개 과정에서 화자의 목소리 톤이나 태도가 이전과 달라지는 현상,절망적이고 암울한 어조로 시작했다가 마지막에 의지적이고 희망찬 어조로 변함.,,
고1-4,개념어,환상적 분위기,,,문학,현실에 존재하지 않는 신비롭고 꿈같은 기이한 느낌을 주는 연출,구름을 타고 하늘을 날아 선계를 거닐거나 용을 만나는 고전소설의 연출.,,
고1-4,개념어,관습적 표현,,,문학,"오랜 세월 사용되어 온 통용된 관용어, 속담, 진부할 수 있는 비유적 표현","""십 년이면 강산도 변한다"", 매화/대나무를 지조의 상징으로 사용하는 관행.",,
고1-4,개념어,서정적 분위기,,,문학,잔잔한 정서와 감정이 정결하게 우러나와 가슴을 뭉클하게 하는 분위기,붉은 노을이 비치는 강가에서 노를 저으며 옛 추억을 회상하는 시적 분위기.,,
고1-4,개념어,비극적 결말,,,문학,주인공이 뜻을 이루지 못하고 죽거나 불행한 일을 맞으며 끝나는 결말 구조,"<임경업전>의 억울한 죽음, 현대 소설 주인공의 좌절과 사망.",,
고1-4,개념어,행복한 결말,,,문학,갈등이 해소되고 인물들이 부귀와 행복을 얻으며 경사스럽게 끝나는 결말,"고전소설의 전형적인 결말 (과거 합격, 춘향과 이몽룡의 재회 및 부귀영화).",,
고1-4,개념어,낭만주의,,,문학,"이성보다 감정, 정서, 상상력, 이국적 취향을 중시하고 주관적 아름다움을 추구함",이별의 정한이나 현실 초월적 열정을 감상적 어조로 노래하는 문학 양식.,,
고1-4,고전,서르,,,부사,서로,서르 어우러 (서로 어우러져),,
고1-4,고전,뉘라,,,의문대명사,"누구가, 누가",뉘라 알리 (누가 알겠는가),,
고1-4,고전,어드러,,,의문지시어,"어느 곳, 어디",어드러로 가단 말인가,,
고1-4,고전,볏 / 벌,,,자연,"햇볕, 햇살",볏이 차오르니,,
고1-4,고전,서리,,,자연/상징,"서리 (시련, 고난, 가을)",서리 친 밤에,,
고1-4,고전,백설(白雪),,,자연/상징,"흰 눈 (지조, 시련, 겨울)",백설이 만건곤할 제,,
고1-4,수능 어휘,통화,通貨,확인,경제,"유통 수단이나 지불 수단으로서 기능하는 화폐. 본위 화폐, 은행권, 보조 화폐, 정부 지폐, 예금 통화 따위가 있다.",인플레이션을 막기 위해 한국은행에서 통화의 공급을 줄이기로 했다.,,표준국어대사전
고1-4,수능 어휘,투자,投資,확인,경제·경영,이익을 얻기 위하여 어떤 일이나 사업에 자본을 대거나 시간이나 정성을 쏟음.,효율적 투자 전략.,,표준국어대사전
고1-4,수능 어휘,투자,投資,확인,경제·경영,이익을 얻기 위하여 어떤 일이나 사업에 자본을 대거나 시간이나 정성을 쏟음.,유망 업종에 활발한 투자가 이루어진다.,,표준국어대사전
고1-4,수능 어휘,투자,投資,확인,경제·경영,이익을 얻기 위하여 어떤 일이나 사업에 자본을 대거나 시간이나 정성을 쏟음.,교육 투자.,,표준국어대사전
고1-4,수능 어휘,투자,投資,확인,경제·경영,이익을 얻기 위하여 어떤 일이나 사업에 자본을 대거나 시간이나 정성을 쏟음.,부동산 투자.,,표준국어대사전
고1-4,수능 어휘,파산,破産,확인,경제·경영,재산을 모두 잃고 망함.,사장은 회사의 파산을 막으려고 갖은 애를 쓰고 있다.,,표준국어대사전
고1-4,수능 어휘,파산,破産,확인,경제·경영,재산을 모두 잃고 망함.,법원이 1년간 회생 절차를 밟아 온 그에게 파산을 선고했다.,,표준국어대사전
고1-4,수능 어휘,파산,破産,확인,경제·경영,재산을 모두 잃고 망함.,파산 위기.,,표준국어대사전
고1-4,수능 어휘,파산,破産,확인,경제·경영,재산을 모두 잃고 망함.,파산을 당하다.,,표준국어대사전
고1-4,수능 어휘,할인,割引,확인,경제·경영,일정한 값에서 얼마를 뺌.,인터넷에서 할인을 받아 책을 구입했다.,,표준국어대사전
고1-4,수능 어휘,할인,割引,확인,경제·경영,일정한 값에서 얼마를 뺌.,조건부 추가 할인을 진행하다.,,표준국어대사전
고1-4,수능 어휘,할인,割引,확인,경제·경영,일정한 값에서 얼마를 뺌.,반액 할인 행사가 진행 중입니다.,,표준국어대사전
고1-4,수능 어휘,할인,割引,확인,경제·경영,일정한 값에서 얼마를 뺌.,할인 판매.,,표준국어대사전
고1-4,수능 어휘,회계,會計,확인,경제·경영,나가고 들어오는 돈을 따져서 셈을 함.,이번 회계만은 세상없어도 치러 주셔야겠어요. 그것도 약주나 몇 잔 자신 게라면 조르는 사람을 심하다 하실는지 모릅지요만….,,표준국어대사전
고1-4,수능 어휘,회계,會計,확인,경제·경영,나가고 들어오는 돈을 따져서 셈을 함.,영수증을 회계에게 제출하다.,,표준국어대사전
고1-4,수능 어휘,회계,會計,확인,경제·경영,나가고 들어오는 돈을 따져서 셈을 함.,사업이 커져서 돈 관리를 혼자 하기 힘들어 회계를 두기로 했다.,,표준국어대사전
고1-4,수능 어휘,회계,會計,확인,경제·경영,나가고 들어오는 돈을 따져서 셈을 함.,이제 회계도 주사급으로 한 사람은 둬야겠어.,,표준국어대사전
고1-4,수능 어휘,효용,效用,확인,경제·경영,보람 있게 쓰거나 쓰임. 또는 그런 보람이나 쓸모.,그렇게 매달린들 무슨 효용이 있겠어요?,,표준국어대사전
고1-4,수능 어휘,효용,效用,확인,경제·경영,보람 있게 쓰거나 쓰임. 또는 그런 보람이나 쓸모.,도대체 그런 지식이나 정보가 무슨 소용이란 말인가. 그것의 효용 가치를 그가 느낀 일은 물론 아니었다.,,표준국어대사전
고1-4,수능 어휘,효용,效用,확인,경제·경영,보람 있게 쓰거나 쓰임. 또는 그런 보람이나 쓸모.,담장이 곁에나 뒤란에 박을 심고 그 덩굴을 올리는 까닭은 반드시 실리적인 효용만을 위한 일이 아니다.,,표준국어대사전
고1-4,수능 어휘,효용,效用,확인,경제·경영,보람 있게 쓰거나 쓰임. 또는 그런 보람이나 쓸모.,효용이 없다.,,표준국어대사전
고1-4,수능 어휘,희소성,稀少性,확인,경제,인간의 물질적 욕구에 비하여 그 충족 수단이 질적·양적으로 제한되어 있거나 부족한 상태.,게다가 발행량도 넘쳐 나다 보니 희소성도 떨어져 수집품으로서의 가치가 퇴색됐다.,,우리말샘
고1-4,수능 어휘,희소성,稀少性,확인,경제,인간의 물질적 욕구에 비하여 그 충족 수단이 질적·양적으로 제한되어 있거나 부족한 상태.,우리 회사의 주요 고객층은 희소성과 디자인을 중시하는 개성파라는 조사 결과가 나왔습니다.,,우리말샘
고1-4,수능 어휘,희소성,稀少性,확인,경제,인간의 물질적 욕구에 비하여 그 충족 수단이 질적·양적으로 제한되어 있거나 부족한 상태.,산삼의 원료화는 그동안 많은 곳에서 시도를 했지만 희소성과 높은 가격 등 여러 가지 난관으로 인해 좌절되곤 했었다.,,우리말샘
고1-4,수능 어휘,희소성,稀少性,확인,경제,인간의 물질적 욕구에 비하여 그 충족 수단이 질적·양적으로 제한되어 있거나 부족한 상태.,최근에는 금융권의 대출 규제 강화에 따라 중도금 무이자 혜택을 제공하는 분양 단지가 점차 줄어 희소성까지 높아지고 있다.,,우리말샘
고1-4,수능 어휘,가계,家計,확인,경제·경영,한집안 살림의 수입과 지출의 상태.,거듭되는 지출로 가계는 적자가 되었다.,,표준국어대사전
고1-4,수능 어휘,가계,家計,확인,경제·경영,한집안 살림의 수입과 지출의 상태.,아내의 수입은 가계에 큰 보탬이 되고 있다.,,표준국어대사전
고1-4,수능 어휘,가계,家計,확인,경제·경영,한집안 살림의 수입과 지출의 상태.,어렸을 때는 가계가 넉넉지 못하여 쉬지 않고 일해야 했다.,,표준국어대사전
고1-4,수능 어휘,가계,家計,확인,경제·경영,한집안 살림의 수입과 지출의 상태.,육체노동으로 가계를 꾸려 나가는 그는 몸이 아파도 쉴 엄두를 못 냈다.,,표준국어대사전
고1-4,수능 어휘,내구재,耐久財,확인,경제,오래도록 쓸 수 있는 재화.,"주로 흡착 제품, 전자 기기 등 계속해서 사용해야 하는 내구재들이 후회템이라는 것을 알 수 있다.",,우리말샘
고1-4,수능 어휘,내구재,耐久財,확인,경제,오래도록 쓸 수 있는 재화.,4월 내구재 주문은 국방 장비와 운수 장비의 주문량 하락에 따라 1%가량 하락할 것으로 예상되고 있다.,,우리말샘
고1-4,수능 어휘,내구재,耐久財,확인,경제,오래도록 쓸 수 있는 재화.,이 같은 신축성은 가전제품 같은 다른 내구재에 대한 할부 판매 계약에도 부여될 것이라고 그는 덧붙였다.,,우리말샘
고1-4,수능 어휘,내구재,耐久財,확인,경제,오래도록 쓸 수 있는 재화.,가전업계에서는 소비 진작을 위해 특정 가전제품 등 내구재에 대한 부가 가치세 환급이 필요하다고 주장한다.,,우리말샘
고1-4,수능 어휘,가속도,加速度,확인,과학·기술,일의 진행에 따라 점점 더해지는 속도. 또는 그렇게 변하는 속도.,마감 기한이 가까워지자 일의 가속도가 높아졌다.,,표준국어대사전
고1-4,수능 어휘,가속도,加速度,확인,과학·기술,일의 진행에 따라 점점 더해지는 속도. 또는 그렇게 변하는 속도.,피로 때문에 생긴 열은 그 피로가 차츰 풀리게 되자 열도 가속도로 내려 버렸다.,,표준국어대사전
고1-4,수능 어휘,가속도,加速度,확인,과학·기술,일의 진행에 따라 점점 더해지는 속도. 또는 그렇게 변하는 속도.,가속도가 붙다.,,표준국어대사전
고1-4,수능 어휘,가속도,加速度,확인,과학·기술,일의 진행에 따라 점점 더해지는 속도. 또는 그렇게 변하는 속도.,가속도를 측정하다.,,표준국어대사전
고1-4,수능 어휘,간섭,干涉,확인,과학·기술,직접 관계가 없는 남의 일에 부당하게 참견함.,남의 일에 지나친 간섭을 하지 마라.,,표준국어대사전
고1-4,수능 어휘,간섭,干涉,확인,과학·기술,직접 관계가 없는 남의 일에 부당하게 참견함.,새로운 내각을 조직함에 있어서도 왜국 공사관의 심한 간섭을 배제할 수가 없었다.,,표준국어대사전
고1-4,수능 어휘,간섭,干涉,확인,과학·기술,직접 관계가 없는 남의 일에 부당하게 참견함.,간섭에서 벗어나다.,,표준국어대사전
고1-4,수능 어휘,간섭,干涉,확인,과학·기술,직접 관계가 없는 남의 일에 부당하게 참견함.,간섭을 받다.,,표준국어대사전
고1-4,수능 어휘,감쇠,減衰,확인,과학·기술,힘이나 세력 따위가 줄어서 약하여짐.,영원할 것 같던 정열도 시간이 갈수록 감쇠해 간다.,,우리말샘
고1-4,수능 어휘,감쇠,減衰,확인,과학·기술,힘이나 세력 따위가 줄어서 약하여짐.,동조 질량 감쇠 공법은 구조물의 진동이 감지되면 구조물의 진동과 반대 방향으로 질량체가 흔들려 진동을 감소시키는 기술이다.,,우리말샘
고1-4,수능 어휘,감쇠,減衰,확인,과학·기술,힘이나 세력 따위가 줄어서 약하여짐.,방진 합금은 내부 마찰이 커서 외부에서 가한 진동 에너지의 대부분을 열에너지로 전환시켜 진동을 빠른 속도로 감쇠시키는 합금을 말한다.,,우리말샘
고1-4,수능 어휘,개체,個體,확인,과학·기술,전체나 집단에 상대하여 하나하나의 낱개를 이르는 말.,"우리는 정반대로 법칙에서 자유를, 전체에서 개체를 그리고 격식에서 어떤 혼돈을 희구하려고 했던 것이 아닐까?",,표준국어대사전
고1-4,수능 어휘,개체,個體,확인,과학·기술,전체나 집단에 상대하여 하나하나의 낱개를 이르는 말.,"다세포 생물은 생식 세포가 존재하는데, 그 수정의 결과 새로운 개체가 발생한다.",,표준국어대사전
고1-4,수능 어휘,관성,慣性,확인,물리,물체가 밖의 힘을 받지 않는 한 정지 또는 등속도 운동의 상태를 지속하려는 성질. 보통 질량이 클수록 물체의 관성이 크다.,지프는 달리던 관성으로 삼사십 미터 나아가서 멎었다.,,표준국어대사전
고1-4,수능 어휘,광합성,光合成,확인,화학,광화학 반응에 의하여 유기물을 합성하는 작용.,식물의 잎은 광합성 작용으로 녹말을 만든다.,,표준국어대사전
고1-4,수능 어휘,광합성,光合成,확인,화학,광화학 반응에 의하여 유기물을 합성하는 작용.,여러 가지 식물들은 햇빛을 받아 광합성에 의하여 양분을 만들어 살아간다.,,표준국어대사전
고1-4,수능 어휘,굴절,屈折,확인,과학·기술,휘어서 꺾임.,공이 수비수의 몸에 맞고 굴절이 되어 골대로 들어갔다.,,표준국어대사전
